66,5,5
36,76,4
34,36,3
43,77,1
23,78,1
62,7,3
73,83,5
65,53,2
86,48,4
98,69,5
26,23,5
13,24,1
10,36,5
79,61,1
93,79,2
19,68,5
57,52,4
14,21,2
45,86,3
18,93,5
78,22,2
46,1,2
69,95,2
83,43,3
26,51,1
39,36,1
93,50,1
78,67,5
75,41,4
68,65,3
35,61,4
13,22,4
3,13,1
90,43,1
18,91,2
24,1,3
84,36,4
99,98,4
7,11,2
15,92,2
54,53,2
31,19,4
46,24,3
8,38,5
19,90,1
15,24,2
11,68,1
38,14,3
90,74,1
61,28,3
92,95,2
59,41,4
77,29,4
46,79,2
31,38,1
95,43,1
73,61,2
35,31,2
75,66,4
93,56,3
52,22,4
28,34,4
8,11,3
41,50,3
59,84,4
14,12,3
26,30,2
48,50,4
75,16,4
99,74,4
81,8,3
72,77,3
91,3,3
52,32,3
80,69,5
70,65,3
53,67,4
63,38,1
3,78,5
100,67,3
26,3,1
54,44,5
82,7,1
45,11,5
88,15,4
9,44,1
59,27,3
20,88,5
49,15,4
38,31,3
92,65,5
45,47,5
27,88,2
92,47,1
64,81,5
84,76,4
75,67,3
85,64,2
56,61,1
31,97,5
60,59,5
42,75,5
36,9,2
67,1,1
76,15,5
75,40,2
11,9,3
57,10,4
13,61,4
98,50,4
25,22,4
83,97,1
10,67,5
40,93,2
21,23,3
78,98,1
6,44,4
10,33,5
20,45,5
45,73,5
34,52,4
5,89,5
85,18,3
76,58,1
16,75,2
37,22,3
73,70,1
54,18,4
13,85,5
74,81,5
44,52,1
40,25,3
81,49,1
88,27,4
50,43,4
28,33,4
78,84,3
72,99,1
49,30,4
10,65,2
99,71,2
74,99,1
40,95,5
60,90,1
17,62,5
74,87,4
30,33,3
20,92,4
28,61,4
4,73,5
5,5,1
65,43,1
65,14,3
64,68,2
7,73,1
21,21,5
23,95,2
73,1,3
18,75,5
92,59,4
7,27,3
83,98,4
76,36,5
53,69,3
4,33,4
55,45,2
99,86,1
15,76,3
78,48,5
41,3,3
51,66,1
94,25,3
6,79,3
43,29,2
83,36,1
25,12,3
92,66,4
67,45,4
32,83,4
66,22,3
45,89,4
81,3,3
86,27,3
31,78,2
4,11,3
57,47,1
14,71,3
22,63,2
18,40,5
43,91,2
37,94,1
74,29,2
59,37,2
2,37,1
74,1,5
72,45,2
57,26,3
95,44,3
27,41,3
98,36,1
63,27,1
27,94,3
12,23,2
26,6,3
36,60,3
94,6,2
2,84,4
90,16,5
87,30,3
27,60,4
24,40,2
67,91,1
95,37,1
87,95,3
84,24,1
93,91,5
80,4,4
68,36,3
56,65,2
57,70,1
53,35,1
47,9,1
34,67,5
40,91,2
82,72,2
12,73,2
96,54,3
52,55,3
63,80,2
16,83,1
75,39,4
14,98,4
86,75,5
71,99,5
26,1,5
78,92,2
37,3,5
7,42,3
88,10,2
50,66,4
69,16,5
1,15,3
67,8,2
94,47,5
97,27,2
63,7,2
21,49,1
88,34,1
89,47,2
75,2,4
82,19,3
89,99,3
57,94,4
75,65,1
53,66,3
27,74,2
4,12,4
47,88,3
53,70,1
100,20,5
63,19,4
71,3,2
36,30,5
38,70,2
70,87,1
60,20,5
35,4,4
24,23,1
37,59,5
27,7,5
65,11,2
27,45,4
74,54,4
49,77,5
30,42,4
92,34,4
61,75,1
49,74,3
88,27,3
81,63,3
63,87,4
98,51,4
80,50,5
72,96,3
41,91,1
45,40,1
55,11,3
16,62,1
29,59,1
98,31,3
52,85,1
77,80,5
47,53,1
86,26,1
23,89,4
2,9,1
89,71,4
71,43,4
89,25,4
17,85,1
49,53,2
38,14,5
82,51,2
8,42,3
96,67,5
54,93,5
28,16,2
2,31,3
96,55,1
36,37,1
84,14,4
30,83,4
55,42,5
30,33,4
55,26,1
22,47,1
77,44,1
54,46,3
19,96,3
68,38,3
42,67,5
43,21,3
91,13,1
43,21,4
36,18,2
3,93,4
85,49,2
99,79,3
54,18,4
61,55,5
6,67,4
82,15,5
73,6,5
17,96,5
32,11,2
34,59,3
12,65,2
15,60,1
19,16,1
92,31,5
96,62,2
26,48,2
4,96,1
48,31,2
51,27,1
90,68,3
7,8,1
66,40,3
40,44,4
81,17,5
40,93,5
29,36,1
28,72,2
69,12,2
35,93,3
31,45,2
38,52,4
81,56,5
42,18,4
85,41,4
44,3,4
74,9,3
64,96,4
26,46,4
39,17,1
100,25,5
92,78,4
76,3,3
49,14,4
11,22,3
31,7,5
59,72,1
28,3,5
50,74,1
14,60,3
24,38,1
12,1,5
42,4,4
68,52,1
23,9,5
61,42,5
92,97,3
80,42,1
28,56,1
86,59,5
98,21,5
85,33,2
84,80,1
80,92,2
4,95,5
82,46,3
37,83,4
88,64,2
8,90,2
19,43,3
3,3,2
78,53,1
80,52,3
48,95,1
75,70,5
25,62,3
46,60,3
44,51,2
35,71,3
12,93,1
33,38,2
65,5,5
90,86,5
55,87,4
48,31,1
21,60,4
7,1,5
37,63,3
39,70,3
40,90,5
2,96,4
33,85,1
8,24,1
32,38,5
55,43,2
92,92,1
15,27,3
82,87,5
68,96,2
46,47,5
58,92,4
17,88,4
81,16,4
92,8,1
94,46,5
5,18,4
78,96,4
27,8,1
19,38,1
46,84,3
36,6,5
58,47,4
100,92,3
69,88,5
17,13,4
76,38,4
78,18,2
61,10,3
88,42,5
45,56,2
81,57,2
96,27,4
98,81,4
84,59,1
19,38,3
47,8,1
60,31,5
76,64,4
86,23,4
82,79,4
39,82,1
59,1,5
23,27,2
31,39,3
8,90,2
28,44,4
25,57,5
54,8,2
8,4,1
84,22,2
17,33,4
49,31,2
60,45,4
93,29,2
80,56,4
82,22,5
65,86,3
91,58,3
46,88,4
82,82,1
98,16,1
39,81,1
43,83,1
85,93,4
65,90,3
71,73,3
15,19,5
44,45,4
36,100,3
100,10,5
61,56,2
1,19,2
39,52,5
9,14,5
49,39,4
75,3,5
77,97,2
82,27,5
99,51,1
22,76,5
9,14,2
31,37,1
95,62,3
83,87,4
24,24,3
17,14,1
16,19,1
57,49,4
10,59,4
9,43,1
67,2,4
66,83,2
48,62,1
92,76,5
29,74,5
81,7,5
7,29,1
64,36,5
34,73,5
47,75,1
78,38,1
32,91,4
40,74,4
20,24,5
81,97,1
59,78,1
68,69,4
43,9,1
6,84,3
39,68,5
93,27,2
9,32,4
19,2,2
87,26,1
44,11,4
53,15,2
99,2,1
73,81,1
40,35,3
12,99,1
96,21,2
56,45,1
96,71,3
50,83,2
8,63,2
5,21,4
39,73,2
60,69,5
66,27,2
62,63,1
64,28,2
22,55,4
46,100,2
73,71,1
58,43,4
30,61,4
72,63,1
10,15,2
38,40,1
14,76,2
31,7,1
35,96,3
20,50,4
84,74,3
100,92,1
18,90,2
99,56,4
93,32,5
62,34,4
10,90,2
76,90,2
82,52,2
85,4,5
45,65,1
70,12,4
86,44,5
16,59,4
58,19,3
52,89,4
54,5,4
83,38,1
77,1,4
45,79,1
24,10,4
70,33,5
83,42,3
69,62,1
13,46,3
42,32,4
38,96,5
24,45,5
67,53,3
24,97,2
